i,time
100,0.004022574424743653
150,0.018301614125569663
200,0.05205404758453369
250,0.11539731820424398
300,0.1800175150235494
350,0.3099455714225769
400,0.4312655687332153
450,0.6316063523292541
500,0.8610310753186544
550,1.0150497158368428
