i,time
100,0.004321157932281494
150,0.019747177759806316
200,0.05523612896601359
250,0.11449312766393026
300,0.1839578628540039
350,0.3158716479937235
400,0.46196445226669314
450,0.630612583955129
500,0.8913825472195943
550,1.087806522846222
600,1.3912945946057638
650,1.7535581588745117
700,2.234511117140452
750,2.8170814990997313
800,3.106149935722351
850,3.6042174180348714
